Index,Name,Level,Type,Center Latitude,Center Longitude,Extent NS (miles),Extent EW (miles),Notes,Parent,IsPageScraped?,URL
133673,Resting Spring Range,6,Point Defined Range,36.28333333,-116.25,0,0,,Southeast Death Valley Ranges,Yes,http://peakbagger.com/range.aspx?rid=133673
133689,Bird Spring Range,6,Point Defined Range,35.9,-115.3833333,0,0,,Spring Mountains,Yes,http://peakbagger.com/range.aspx?rid=133689
133690,Elbow Range,6,Point Defined Range,36.63333333,-114.95,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133690
133691,Las Vegas Range,6,Point Defined Range,36.5,-115.0833333,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133691
133692,Arrow Canyon Range,6,Point Defined Range,36.66666667,-114.8833333,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133692
133693,Dry Lake Range,6,Point Defined Range,36.35,-114.8666667,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133693
133694,Frenchman Range,6,Point Defined Range,36.18333333,-115,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133694
133695,North Muddy Mountains,6,Point Defined Range,36.41666667,-114.5833333,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133695
133696,Muddy Mountains,6,Point Defined Range,36.3,-114.7166667,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133696
133697,Black Mountains,6,Point Defined Range,36.23333333,-114.5,0,0,,Las Vegas Ranges,Yes,http://peakbagger.com/range.aspx?rid=133697
133730,Lucy Gray Mountains,6,Point Defined Range,35.6,-115.2666667,0,0,,McCullough Range,Yes,http://peakbagger.com/range.aspx?rid=133730
133739,Highland Range,6,Point Defined Range,35.6,-115.0666667,0,0,,McCullough Range,Yes,http://peakbagger.com/range.aspx?rid=133739
133747,Castle Mountains,6,Point Defined Range,35.35,-115.0666667,0,0,,New York Mountains,Yes,http://peakbagger.com/range.aspx?rid=133747
133748,Piute Range,6,Point Defined Range,35.31666667,-115.0333333,0,0,,New York Mountains,Yes,http://peakbagger.com/range.aspx?rid=133748
133750,River Mountains,6,Point Defined Range,36.01666667,-114.8666667,0,0,,Eldorado-Newberry Mountains,Yes,http://peakbagger.com/range.aspx?rid=133750
133751,El Dorado Mountains,6,Point Defined Range,35.83333333,-114.7666667,0,0,,Eldorado-Newberry Mountains,Yes,http://peakbagger.com/range.aspx?rid=133751
133752,Eldorado Mountains,6,Point Defined Range,35.6,-114.8333333,0,0,,Eldorado-Newberry Mountains,Yes,http://peakbagger.com/range.aspx?rid=133752
133753,Newberry Mountains,6,Point Defined Range,35.28333333,-114.7166667,0,0,,Eldorado-Newberry Mountains,Yes,http://peakbagger.com/range.aspx?rid=133753
134500,Hobble Mountains,6,Mountain range with well-recognized name,35.56666667,-112.1166667,21,22,,Flagstaff Area,Yes,http://peakbagger.com/range.aspx?rid=134500
134501,Bill Williams Mountain Area,6,Area dominanted by a single large peak,35.23333333,-112.3666667,51,47,,Flagstaff Area,Yes,http://peakbagger.com/range.aspx?rid=134501
134502,Kendrick-Sitgreaves Area,6,Bogus mountain grouping for this site,35.38333333,-111.9666667,43,37,,Flagstaff Area,Yes,http://peakbagger.com/range.aspx?rid=134502
134503,San Francisco Peaks,6,Mountain range with well-recognized name,35.45,-111.6,60,35,,Flagstaff Area,Yes,http://peakbagger.com/range.aspx?rid=134503
134504,Sunset Crater,6,Miscellaneous physical or political Feature,35.38333333,-111.2833333,25,34,,Flagstaff Area,Yes,http://peakbagger.com/range.aspx?rid=134504
134505,Sedona Area,6,Bogus mountain grouping for this site,34.85,-111.8166667,32,27,,Flagstaff Area,Yes,http://peakbagger.com/range.aspx?rid=134505
134506,Mormon Plateau,6,Highland or plateau,34.9,-111.2333333,55,70,,Flagstaff Area,Yes,http://peakbagger.com/range.aspx?rid=134506
134530,Sevenmile Mountains,6,Mountain range with well-recognized name,33.63333333,-110.5833333,26,9,,Natanes Mountains,Yes,http://peakbagger.com/range.aspx?rid=134530
135010,Buck Mountains,6,Point Defined Range,34.68333333,-114.1333333,0,0,,East Lake Havasu Area,Yes,http://peakbagger.com/range.aspx?rid=135010
135011,Mohave Mountains,6,Point Defined Range,34.55,-114.1833333,0,0,,East Lake Havasu Area,Yes,http://peakbagger.com/range.aspx?rid=135011
135012,Bill Williams Mountains,6,Point Defined Range,34.4,-114.0833333,0,0,,East Lake Havasu Area,Yes,http://peakbagger.com/range.aspx?rid=135012
135013,McCracken Mountains,6,Point Defined Range,34.53333333,-113.8,0,0,,East Lake Havasu Area,Yes,http://peakbagger.com/range.aspx?rid=135013
135014,Artillery Mountains,6,Point Defined Range,34.41666667,-113.6333333,0,0,,East Lake Havasu Area,Yes,http://peakbagger.com/range.aspx?rid=135014
135015,Rawhide Mountains,6,Point Defined Range,34.3,-113.7,0,0,,East Lake Havasu Area,Yes,http://peakbagger.com/range.aspx?rid=135015
135050,Peacock Mountains,6,Mountain range with well-recognized name,35.31666667,-113.7833333,29,17,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135050
135051,Cottonwood Mountains,6,Point Defined Range,35.3,-113.5166667,0,0,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135051
135052,Aquarius Mountains,6,Point Defined Range,34.81666667,-113.45,0,0,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135052
135053,Mohon Mountains,6,Point Defined Range,34.95,-113.3,0,0,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135053
135054,Juniper Mountains,6,Point Defined Range,34.95,-112.9166667,0,0,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135054
135055,Santa Maria Mountains,6,Point Defined Range,34.83333333,-112.9166667,0,0,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135055
135056,Connell Mountains,6,Point Defined Range,34.76666667,-112.9666667,0,0,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135056
135057,Grayback Mountains,6,Point Defined Range,34.55,-113.2666667,0,0,,Aquarius-Juniper Area,Yes,http://peakbagger.com/range.aspx?rid=135057
135060,Black Mountains,6,Point Defined Range,34.25,-113.1833333,0,0,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135060
135061,McCloud Mountains,6,Point Defined Range,34.43333333,-112.9666667,0,0,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135061
135062,Date Creek Mountains,6,Point Defined Range,34.21666667,-112.9166667,0,0,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135062
135063,Sierra Prieta,6,Mountain range with well-recognized name,34.61666667,-112.6833333,40,35,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135063
135064,Weaver Mountains,6,Mountain range with well-recognized name,34.21666667,-112.7166667,32,23,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135064
135065,Black Hills,6,Mountain range with well-recognized name,34.63333333,-112.1333333,38,32,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135065
135066,Bradshaw Mountains,6,Mountain range with well-recognized name,34.33333333,-112.3166667,61,29,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135066
135067,Hieroglyphic Mountains,6,Mountain range with well-recognized name,33.9,-112.5166667,31,30,,Prescott Area,Yes,http://peakbagger.com/range.aspx?rid=135067
135071,New River Mountains,6,Point Defined Range,34.06666667,-112,0,0,,North Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135071
135072,White Tank Mountains,6,Point Defined Range,33.58333333,-112.5833333,0,0,,North Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135072
135073,Phoenix Mountains,6,Point Defined Range,33.55,-112.0166667,0,0,,North Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135073
135074,McDowell Mountains,6,Point Defined Range,33.68333333,-111.8,0,0,,North Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135074
135100,Dome Rock Mountains,6,Point Defined Range,33.56666667,-114.35,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135100
135101,Plomosa Mountains,6,Point Defined Range,33.6,-114.0166667,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135101
135102,New Water Mountains,6,Point Defined Range,33.56666667,-113.8666667,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135102
135103,Trigo Mountains,6,Point Defined Range,33.28333333,-114.4833333,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135103
135104,Chocolate Mountains,6,Point Defined Range,33.26666667,-114.3166667,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135104
135105,Kofa Mountains,6,Point Defined Range,33.36666667,-114.0833333,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135105
135106,Little Horn Mountains,6,Point Defined Range,33.4,-113.85,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135106
135107,Tank Mountains,6,Point Defined Range,33.21666667,-113.85,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135107
135108,Castle Dome Mountains,6,Point Defined Range,33.08333333,-114.15,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135108
135109,Muggins Mountains,6,Point Defined Range,32.81666667,-114.25,0,0,,Kofa Area,Yes,http://peakbagger.com/range.aspx?rid=135109
135110,Buckskin Mountains,6,Point Defined Range,34.15,-113.6,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135110
135111,Harcuvar Mountains,6,Point Defined Range,34.06666667,-113.35,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135111
135112,Granite Wash Mountains,6,Point Defined Range,33.83333333,-113.7166667,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135112
135113,Little Harquahala Mountains,6,Point Defined Range,33.7,-113.6166667,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135113
135114,Harquahala Mountains,6,Point Defined Range,33.81666667,-113.35,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135114
135115,Vulture Mountains,6,Point Defined Range,33.88333333,-112.8,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135115
135116,Big Horn Mountains,6,Point Defined Range,33.61666667,-113.15,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135116
135117,Belmont Mountains,6,Point Defined Range,33.65,-112.9,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135117
135118,Eagletail Mountains,6,Point Defined Range,33.4,-113.3,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135118
135119,Gila Bend Mountains,6,Point Defined Range,33.16666667,-112.8833333,0,0,,Harquahala Area,Yes,http://peakbagger.com/range.aspx?rid=135119
135120,Gila Mountains,6,Point Defined Range,32.53333333,-114.2333333,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135120
135121,Sierra Tinajas Altas,6,Point Defined Range,32.2,-113.95,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135121
135122,Copper Mountains,6,Point Defined Range,32.5,-114,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135122
135123,Cabeza Prieta Mountains,6,Point Defined Range,32.35,-113.8166667,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135123
135124,Tule Mountains,6,Point Defined Range,32.16666667,-113.7166667,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135124
135125,Mohawk Mountains,6,Point Defined Range,32.58333333,-113.65,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135125
135126,Sierra Pinta,6,Point Defined Range,32.26666667,-113.55,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135126
135127,Granite Mountains,6,Point Defined Range,32.43333333,-113.3,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135127
135128,Agua Dulce Mountains,6,Point Defined Range,32.03333333,-113.15,0,0,,Cabeza Prieta Area,Yes,http://peakbagger.com/range.aspx?rid=135128
135130,Crater Range,6,Point Defined Range,32.61666667,-113.0333333,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135130
135131,Growler Mountains,6,Point Defined Range,32.25,-113.0333333,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135131
135132,Batamote Mountains,6,Point Defined Range,32.46666667,-112.7333333,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135132
135133,Sauceda Mountains,6,Point Defined Range,32.46666667,-112.5833333,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135133
135134,Pozo Redondo Mountains,6,Point Defined Range,32.31666667,-112.7166667,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135134
135135,Bates Mountains,6,Point Defined Range,32.11666667,-112.95,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135135
135136,Puerto Blanco Mountains,6,Point Defined Range,32,-112.85,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135136
135137,Ajo Range,6,Point Defined Range,32.03333333,-112.6833333,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135137
135138,Mesquite Mountains,6,Point Defined Range,31.9,-112.45,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135138
135139,Sierra la Angostura,6,Point Defined Range,31.76666667,-112.5333333,0,0,,Organ Pipe Area,Yes,http://peakbagger.com/range.aspx?rid=135139
135140,Sierra Estrella,6,Point Defined Range,33.26666667,-112.2833333,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135140
135141,Maricopa Mountains,6,Point Defined Range,32.95,-112.4,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135141
135142,Sand Tank Mountains,6,Point Defined Range,32.75,-112.3833333,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135142
135143,Table Top Mountains,6,Point Defined Range,32.75,-112.1333333,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135143
135144,Vekol Mountains,6,Point Defined Range,32.58333333,-112.1166667,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135144
135145,Castle Mountains,6,Point Defined Range,32.38333333,-112.25,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135145
135146,Sheridan Mountains,6,Point Defined Range,32.4,-112.1166667,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135146
135147,Sierra Blanca Mountains,6,Point Defined Range,32.21666667,-112.25,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135147
135148,Brownell Mountains,6,Point Defined Range,32.2,-112.15,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135148
135149,Quijotoa Mountains,6,Point Defined Range,32.13333333,-112.1666667,0,0,,Maricopa Area,Yes,http://peakbagger.com/range.aspx?rid=135149
135150,South Mountains,6,Point Defined Range,33.33333333,-112.0666667,0,0,,South Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135150
135151,Santan Mountains,6,Point Defined Range,33.16666667,-111.7166667,0,0,,South Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135151
135152,Sacaton Mountains,6,Point Defined Range,33,-111.6666667,0,0,,South Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135152
135153,Usery Mountains,6,Point Defined Range,33.5,-111.6333333,0,0,,South Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135153
135154,Goldfield Mountains,6,Point Defined Range,33.5,-111.55,0,0,,South Phoenix Area,Yes,http://peakbagger.com/range.aspx?rid=135154
135160,Slate Mountains,6,Point Defined Range,32.55,-111.8833333,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135160
135161,West Silver Bell Mountains,6,Point Defined Range,32.5,-111.6833333,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135161
135162,Silver Bell Mountains,6,Point Defined Range,32.41666667,-111.5,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135162
135163,Santa Rosa Mountains,6,Point Defined Range,32.35,-111.8833333,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135163
135164,North Comobabi Mountains,6,Point Defined Range,32.13333333,-111.8,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135164
135165,South Comobabi Mountains,6,Point Defined Range,32.03333333,-111.8166667,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135165
135166,Coyote Mountains,6,Point Defined Range,32,-111.5333333,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135166
135167,Quinlan Mountains,6,Point Defined Range,31.96666667,-111.6,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135167
135168,Baboquivari Mountains,6,Point Defined Range,31.76666667,-111.6,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135168
135169,Pozo Verde Mountains,6,Point Defined Range,31.51666667,-111.6,0,0,,Baboquivari Area,Yes,http://peakbagger.com/range.aspx?rid=135169
135170,La Lesna Mountains,6,Point Defined Range,31.71666667,-112.2,0,0,,La Lesna Area,Yes,http://peakbagger.com/range.aspx?rid=135170
135171,Alvarez Mountains,6,Point Defined Range,31.71666667,-112,0,0,,La Lesna Area,Yes,http://peakbagger.com/range.aspx?rid=135171
135180,San Luis Mountains,6,Point Defined Range,31.51666667,-111.4,0,0,,San Luis Area,Yes,http://peakbagger.com/range.aspx?rid=135180
135190,Tucson Mountains,6,Mountain range with well-recognized name,32.23333333,-111.1333333,35,20,,West Tucson-Nogales Area,Yes,http://peakbagger.com/range.aspx?rid=135190
135191,Sierrita Mountains,6,Mountain range with well-recognized name,31.95,-111.1833333,34,26,,West Tucson-Nogales Area,Yes,http://peakbagger.com/range.aspx?rid=135191
135192,Cerro Colorado Mountains,6,Mountain range with well-recognized name,31.71666667,-111.3,10,16,,West Tucson-Nogales Area,Yes,http://peakbagger.com/range.aspx?rid=135192
135193,Las Guijas Mountains,6,Mountain range with well-recognized name,31.61666667,-111.3333333,12,12,,West Tucson-Nogales Area,Yes,http://peakbagger.com/range.aspx?rid=135193
135194,Tumacacori Mountains,6,Mountain range with well-recognized name,31.6,-111.1166667,17,13,,West Tucson-Nogales Area,Yes,http://peakbagger.com/range.aspx?rid=135194
135195,Atascosa Mountains,6,Mountain range with well-recognized name,31.38333333,-111.1333333,21,20,,West Tucson-Nogales Area,Yes,http://peakbagger.com/range.aspx?rid=135195
135196,Sierra Pajarito,6,Mountain range with well-recognized name,31.26666667,-111.15,25,26,,West Tucson-Nogales Area,Yes,http://peakbagger.com/range.aspx?rid=135196
135300,Superstition Mountains,6,Mountain range with well-recognized name,33.4,-111.45,22,19,,Northeast Tucson Area,Yes,http://peakbagger.com/range.aspx?rid=135300
